# q intensity propagated_error
4.313123468939931981e-02 2.428388158681634920e-02 1.244997684740977264e-04
4.324245306872637196e-02 2.441748391488053616e-02 1.250561922234162107e-04
4.335367144805343798e-02 2.439429995281015146e-02 1.249975358697803622e-04
4.346488982738049012e-02 2.442684267735305281e-02 1.253324249375368442e-04
4.357610820670754226e-02 2.440052367914826922e-02 1.253648896956801261e-04
4.368732658603460828e-02 2.438277767152269293e-02 1.251573275784705964e-04
4.379854496536166042e-02 2.457717426693803442e-02 1.258950768411108397e-04
4.390976334468871256e-02 2.439095591587232478e-02 1.254761230616241398e-04
4.402098172401577858e-02 2.434161667618727626e-02 1.251010334530634738e-04
4.413220010334283072e-02 2.438207506817895512e-02 1.253538987246147522e-04
4.424341848266988286e-02 2.431401707492872669e-02 1.252228071796754501e-04
4.435463686199694888e-02 2.421649553154884768e-02 1.249492151086462673e-04
4.446585524132400102e-02 2.446535312015268859e-02 1.255438234584843843e-04
4.457707362065105317e-02 2.448685336699819859e-02 1.256096426126079521e-04
4.468829199997811918e-02 2.432017737345113645e-02 1.254101830356412568e-04
4.479951037930517133e-02 2.424013411981333285e-02 1.250372212514144494e-04
4.491072875863222347e-02 2.456912942066817249e-02 1.260636460265916400e-04
4.502194713795928949e-02 2.434639319233912469e-02 1.258206413050506878e-04
4.513316551728634163e-02 2.457192468640301275e-02 1.286440307932052492e-04
4.524438389661339377e-02 2.458302348319177030e-02 1.304036214774726928e-04
4.535560227594045979e-02 2.439771120357686618e-02 1.308294553705584577e-04
4.546682065526751193e-02 2.430234228441948904e-02 1.309822932954438405e-04
4.557803903459456407e-02 2.444022214464482493e-02 1.320215786748999787e-04
4.568925741392163009e-02 2.462305237511512590e-02 1.310719603378979279e-04
4.580047579324868223e-02 2.455918111860952435e-02 1.293563709718389000e-04
4.591169417257573437e-02 2.459758580822989094e-02 1.291502262270286146e-04
4.602291255190280039e-02 2.452999594032496261e-02 1.290878112699703434e-04
4.613413093122985253e-02 2.455083146887015663e-02 1.291688248186119914e-04
4.624534931055690468e-02 2.436743831642429123e-02 1.282721356633179761e-04
4.635656768988397070e-02 2.455420146339256163e-02 1.287474818276977955e-04
4.646778606921102284e-02 2.436096343114634369e-02 1.281422427744026123e-04
4.657900444853807498e-02 2.435220615480687689e-02 1.277285501958252002e-04
4.669022282786514100e-02 2.413130159173043285e-02 1.269168259350041757e-04
4.680144120719219314e-02 2.441943104459312272e-02 1.277919274057467177e-04
4.691265958651924528e-02 2.448279777267691956e-02 1.275393573336456915e-04
4.702387796584631130e-02 2.470046712475712156e-02 1.278964682020661844e-04
4.713509634517336344e-02 2.432802750945255513e-02 1.268834754899803951e-04
4.724631472450041558e-02 2.451568475848759504e-02 1.273353340759500766e-04
4.735753310382748160e-02 2.432963500842859686e-02 1.267162595712691532e-04
4.746875148315453374e-02 2.438028720290540130e-02 1.269126515922206844e-04
4.757996986248158588e-02 2.445587769097679748e-02 1.269932865277650241e-04
4.769118824180865190e-02 2.426675542926702567e-02 1.262309408859729092e-04
4.780240662113570405e-02 2.423691437389861522e-02 1.261856268243839415e-04
4.791362500046275619e-02 2.423204037416874443e-02 1.261419632953230904e-04
4.802484337978982221e-02 2.433461622639594354e-02 1.261144382737283774e-04
4.813606175911687435e-02 2.438251633967072202e-02 1.262459871977901027e-04
4.824728013844392649e-02 2.424933693641686747e-02 1.260677636506959531e-04
4.835849851777099251e-02 2.427118101475429085e-02 1.259057254564896890e-04
4.846971689709804465e-02 2.421185927742763866e-02 1.254903588703062945e-04
4.858093527642509679e-02 2.402932441567556462e-02 1.249020962553962905e-04
4.869215365575216281e-02 2.666895087642725398e-02 1.320193645535274591e-04
4.880337203507921495e-02 2.489342745829575820e-02 1.267571880177966912e-04
4.891459041440626709e-02 2.438627455134763714e-02 1.259401812135622532e-04
4.902580879373333311e-02 2.399643825457730903e-02 1.247221093625131753e-04
4.913702717306038525e-02 2.404807796820682131e-02 1.246885525919175057e-04
4.924824555238743740e-02 2.408047837646670741e-02 1.248304639585772413e-04
4.935946393171450342e-02 2.384015324073807812e-02 1.239907162267194635e-04
4.947068231104155556e-02 2.404572664673092913e-02 1.242163138010599977e-04
4.958190069036860770e-02 2.426427723022811511e-02 1.246434654238814477e-04
4.969311906969567372e-02 2.403402146488435934e-02 1.240314298151176393e-04
4.980433744902272586e-02 2.407268014836327907e-02 1.237801215606381398e-04
4.991555582834977800e-02 2.395557189883062293e-02 1.231202783641498460e-04
5.002677420767684402e-02 2.419126076279461135e-02 1.239117623880381846e-04
5.013799258700389616e-02 2.419209788682016166e-02 1.238264811372920932e-04
5.024921096633094830e-02 2.391910555808558422e-02 1.229623092409907852e-04
5.036042934565801432e-02 2.412970787407620749e-02 1.239060243212394830e-04
5.047164772498506646e-02 2.426769982411325008e-02 1.244154208793661425e-04
5.058286610431211860e-02 2.406536636056278572e-02 1.236740651575640997e-04
5.069408448363918462e-02 2.387874727032904265e-02 1.232346166609803965e-04
5.080530286296623677e-02 2.410211346420569958e-02 1.238678836856740861e-04
5.091652124229328891e-02 2.413192006131946454e-02 1.237245173268183157e-04
5.102773962162035493e-02 2.405575980546431278e-02 1.234233825029007459e-04
5.113895800094740707e-02 2.403500494749904320e-02 1.233841117406356887e-04
5.125017638027445921e-02 2.413555319273106084e-02 1.235708417475419869e-04
5.136139475960152523e-02 2.408966263407143205e-02 1.231693224762398973e-04
5.147261313892857737e-02 2.414688603808547510e-02 1.236523419335211309e-04
5.158383151825562951e-02 2.409196245639701542e-02 1.234538737723499778e-04
5.169504989758269553e-02 2.401616026347041730e-02 1.229360031055818216e-04
5.180626827690974767e-02 2.405099785230850259e-02 1.230027626639845501e-04
5.191748665623679981e-02 2.416087197900528699e-02 1.232851922925998081e-04
5.202870503556386583e-02 2.414436363020941445e-02 1.230766820800831003e-04
5.213992341489091797e-02 2.401468848279203136e-02 1.227283295170836306e-04
5.225114179421797012e-02 2.401935596688203542e-02 1.228074844706030714e-04
5.236236017354503613e-02 2.408784011306614944e-02 1.228734972622091254e-04
5.247357855287208828e-02 2.379896666796916041e-02 1.217766064032235144e-04
5.258479693219914042e-02 2.405676817347300253e-02 1.225535035144194665e-04
5.269601531152620644e-02 2.408007879787433386e-02 1.226563596950894545e-04
5.280723369085325858e-02 2.400549009595264599e-02 1.222142295021213197e-04
5.291845207018031072e-02 2.404763198174102862e-02 1.224464515586157621e-04
5.302967044950737674e-02 2.383570087938001111e-02 1.217329042058123626e-04
5.314088882883442888e-02 2.391482473878412188e-02 1.217858517498294265e-04
5.325210720816148102e-02 2.407603378116969506e-02 1.223971837984776047e-04
5.336332558748854704e-02 2.394696789807479811e-02 1.220461784861429696e-04
5.347454396681559918e-02 2.381873131777057992e-02 1.213859483554822425e-04
5.358576234614265132e-02 2.399229949897964051e-02 1.217434314136874241e-04
5.369698072546971734e-02 2.384046601123659265e-02 1.213933325470965439e-04
5.380819910479676949e-02 2.387107282850429654e-02 1.212824974274076767e-04
5.391941748412382163e-02 2.386106457315354326e-02 1.211553786331531388e-04
5.403063586345088765e-02 2.375303516322647968e-02 1.208522907555224020e-04
5.414185424277793979e-02 2.395033130195386648e-02 1.213916979214288644e-04
5.425307262210499193e-02 2.388270430186703597e-02 1.208965974616154894e-04
5.436429100143205795e-02 2.409595106877663456e-02 1.215561571436537885e-04
5.447550938075911009e-02 2.377240025400184989e-02 1.207628019569341894e-04
5.458672776008616223e-02 2.382301721441458867e-02 1.205994715477099117e-04
5.469794613941322825e-02 2.391296481072915578e-02 1.209390534667124098e-04
5.480916451874028039e-02 2.386888854951486200e-02 1.208391845836458665e-04
5.492038289806733253e-02 2.381221031712403569e-02 1.203917315948793834e-04
5.503160127739439855e-02 2.395566396019858588e-02 1.204683301358887320e-04
5.514281965672145069e-02 2.405751462403056540e-02 1.204897130961919634e-04
5.525403803604850284e-02 2.392378947644606402e-02 1.201032215650151127e-04
5.536525641537556885e-02 2.375798330762962998e-02 1.195012577534609427e-04
5.547647479470262100e-02 2.368964757229267276e-02 1.193958611505809161e-04
5.558769317402967314e-02 2.400428554753042051e-02 1.202525746303014854e-04
5.569891155335673916e-02 2.386550513392760378e-02 1.195924175853851646e-04
5.581012993268379130e-02 2.382584938553484674e-02 1.194936526648000152e-04
5.592134831201084344e-02 2.389997603297835949e-02 1.198953850735993396e-04
5.603256669133790946e-02 2.372378680984025406e-02 1.193850703737697148e-04
5.614378507066496160e-02 2.375728447580515573e-02 1.194391327231000946e-04
5.625500344999201374e-02 2.400312524475387357e-02 1.202087064130258109e-04
5.636622182931907976e-02 2.382844390274538662e-02 1.196778981491042153e-04
5.647744020864613190e-02 2.373786818661185669e-02 1.192157513671857847e-04
5.658865858797318404e-02 2.375049208982389984e-02 1.191925204537770737e-04
5.669987696730025006e-02 2.409221661169322348e-02 1.202029481060155571e-04
5.681109534662730221e-02 2.372654065017838765e-02 1.190037583038115878e-04
5.692231372595435435e-02 2.436538088444196309e-02 1.208520884086749131e-04
5.703353210528142037e-02 2.390564941733175700e-02 1.195253956248427192e-04
5.714475048460847251e-02 2.369194127656084475e-02 1.187138005661930360e-04
5.725596886393552465e-02 2.363445727571020574e-02 1.186069240753469858e-04
5.736718724326259067e-02 2.378780904380613931e-02 1.189927379141631386e-04
5.747840562258964281e-02 2.384888478993435132e-02 1.188876485722597701e-04
5.758962400191669495e-02 2.386096950665135899e-02 1.194829431750140205e-04
5.770084238124376097e-02 2.377622297417211067e-02 1.216719662098634413e-04
5.781206076057081311e-02 2.394584499424567969e-02 1.233531014372477171e-04
5.792327913989786525e-02 2.396746768497205402e-02 1.239632196843404809e-04
5.803449751922493127e-02 2.392297043416988234e-02 1.243428144942503347e-04
5.814571589855198341e-02 2.384174890241786901e-02 1.244609114345659334e-04
5.825693427787903556e-02 2.373607511941542431e-02 1.244948562161948726e-04
5.836815265720610157e-02 2.369071158449193026e-02 1.247544456216806202e-04
5.847937103653315372e-02 2.378197464962619745e-02 1.252466760040704295e-04
5.859058941586020586e-02 2.388868498178305794e-02 1.255880293978379146e-04
5.870180779518727188e-02 2.379136936400729971e-02 1.255438845967129244e-04
5.881302617451432402e-02 2.383332922686937430e-02 1.260308345062219489e-04
5.892424455384137616e-02 2.388327917744646409e-02 1.262522574058961417e-04
5.903546293316844218e-02 2.387202003627181268e-02 1.264916939973728400e-04
5.914668131249549432e-02 2.378587818397398523e-02 1.265124409435320783e-04
5.925789969182254646e-02 2.388260452150131607e-02 1.269167913608669214e-04
5.936911807114961248e-02 2.342787083649354798e-02 1.257061898953160844e-04
5.948033645047666462e-02 2.369990224150962665e-02 1.268814012699684456e-04
5.959155482980371676e-02 2.374827184588683068e-02 1.271021621284801058e-04
5.970277320913078278e-02 2.379354129508453805e-02 1.273018383900888456e-04
5.981399158845783492e-02 2.360945734323624881e-02 1.269669383237399460e-04
5.992520996778488707e-02 2.377346843907545554e-02 1.277311401097871763e-04
6.003642834711195309e-02 2.384232044989038901e-02 1.278472556497721826e-04
6.014764672643900523e-02 2.422276964048428530e-02 1.289404946737403876e-04
6.025886510576605737e-02 2.371349542191709264e-02 1.277677871002571349e-04
6.037008348509312339e-02 2.390248584625425873e-02 1.285690094126820681e-04
6.048130186442017553e-02 2.370251889532912215e-02 1.279090150112079864e-04
6.059252024374722767e-02 2.368025368666707570e-02 1.280466087461215314e-04
6.070373862307429369e-02 2.371415511813571714e-02 1.282471124580341574e-04
6.081495700240134583e-02 2.410637043080350941e-02 1.294351070277981468e-04
6.092617538172839797e-02 2.376027354316541731e-02 1.287269791128978962e-04
6.103739376105546399e-02 2.364942930275978211e-02 1.286681627062524378e-04
6.114861214038251613e-02 2.378001232404032897e-02 1.289907802037975606e-04
6.125983051970956828e-02 2.380292986260295479e-02 1.290286159673677139e-04
6.137104889903663429e-02 2.368177667020560095e-02 1.289295642886001522e-04
6.148226727836368644e-02 2.397044791494155891e-02 1.299034893912142730e-04
6.159348565769073858e-02 2.379389062055904322e-02 1.293073538398208067e-04
6.170470403701780460e-02 2.376695868138405457e-02 1.294631177017983848e-04
6.181592241634485674e-02 2.377583620389524949e-02 1.295091321819733031e-04
6.192714079567190888e-02 2.370549517489906402e-02 1.291858369876059905e-04
6.203835917499897490e-02 2.366108300690189861e-02 1.290028542049937083e-04
6.214957755432602704e-02 2.379636401072943858e-02 1.293777262771620730e-04
6.226079593365307918e-02 2.386850638731988911e-02 1.296583389904082514e-04
6.237201431298014520e-02 2.353777645384963133e-02 1.289228475302762490e-04
6.248323269230719734e-02 2.371589414817991057e-02 1.296082944329817626e-04
6.259445107163424948e-02 2.356990985010202003e-02 1.290742516840688136e-04
6.270566945096131550e-02 2.364498723848140402e-02 1.294723536945178977e-04
6.281688783028838152e-02 2.364973944623770946e-02 1.296530819338899030e-04
6.292810620961541979e-02 2.353089092154505083e-02 1.293301933639744465e-04
6.303932458894248581e-02 2.352944502223017556e-02 1.292347277242681238e-04
6.315054296826955182e-02 2.366172891852535987e-02 1.297517507101165731e-04
6.326176134759659009e-02 2.387499494167306252e-02 1.304646002355080287e-04
6.337297972692365611e-02 2.381883750889947013e-02 1.303499214004266412e-04
6.348419810625072213e-02 2.360035801864815777e-02 1.299343118657304852e-04
6.359541648557776039e-02 2.365520938892463551e-02 1.300888776961699124e-04
6.370663486490482641e-02 2.376047742789772627e-02 1.304312380888213076e-04
6.381785324423189243e-02 2.368139116963071181e-02 1.304591948205901131e-04
6.392907162355893069e-02 2.379500357927717691e-02 1.308281802767261525e-04
6.404029000288599671e-02 2.350854331312504306e-02 1.298319705257250096e-04
6.415150838221306273e-02 2.374950939398105462e-02 1.306389079696219382e-04
6.426272676154010099e-02 2.390246013783278028e-02 1.312220988573453901e-04
6.437394514086716701e-02 2.372301073982779895e-02 1.307578358678692591e-04
6.448516352019423303e-02 2.362824002009858079e-02 1.303790317133641326e-04
6.459638189952127130e-02 2.386400791712507338e-02 1.311345514552985617e-04
6.470760027884833732e-02 2.369283577463176735e-02 1.308927117345490298e-04
6.481881865817540334e-02 2.356115813899786748e-02 1.304964667988765630e-04
6.493003703750244160e-02 2.358812225418450981e-02 1.306380622668945808e-04
6.504125541682950762e-02 2.394230847579510366e-02 1.318616002178413476e-04
6.515247379615657364e-02 2.360511940286864202e-02 1.307411493324515429e-04
6.526369217548361190e-02 2.370968029984971484e-02 1.311359306353416273e-04
6.537491055481067792e-02 2.367729896530188990e-02 1.311760645222395671e-04
6.548612893413774394e-02 2.349473614084444592e-02 1.307500293698861686e-04
6.559734731346478220e-02 2.342249827676918736e-02 1.305161881064429742e-04
6.570856569279184822e-02 2.388938560038859557e-02 1.319934072222334000e-04
6.581978407211891424e-02 2.370517767977741580e-02 1.313861207710033245e-04
6.593100245144595251e-02 2.383804458545219288e-02 1.318383601859622536e-04
6.604222083077301853e-02 2.358699383616238293e-02 1.312447012549115670e-04
6.615343921010008454e-02 2.369842021723961301e-02 1.317770130339471809e-04
6.626465758942712281e-02 2.359038510979417913e-02 1.313812979728754536e-04
6.637587596875418883e-02 2.362562023242940554e-02 1.316944842989190186e-04
6.648709434808125485e-02 2.373682054728688123e-02 1.321777332979589539e-04
6.659831272740829311e-02 2.356797080557901380e-02 1.314299844641861608e-04
6.670953110673535913e-02 2.345740958949595056e-02 1.311918476312999321e-04
6.682074948606242515e-02 2.366793954000872419e-02 1.320426794160529254e-04
6.693196786538946341e-02 2.365036515425489663e-02 1.320087510831840919e-04
6.704318624471652943e-02 2.351460190975217593e-02 1.315694907093830398e-04
6.715440462404359545e-02 2.363096381921728911e-02 1.319422407097775953e-04
6.726562300337063371e-02 2.379320641145835774e-02 1.324639035365693298e-04
6.737684138269769973e-02 2.347762288901279054e-02 1.315653736271524829e-04
6.748805976202476575e-02 2.348070877996583442e-02 1.317276957552594707e-04
6.759927814135180402e-02 2.360197291424363103e-02 1.320512674910850816e-04
6.771049652067887004e-02 2.362492435102254984e-02 1.320555940672339180e-04
6.782171490000593606e-02 2.342961070489702965e-02 1.315707533674679533e-04
6.793293327933297432e-02 2.359409719867515409e-02 1.323086119458534817e-04
6.804415165866004034e-02 2.351797054042163368e-02 1.320247610912438291e-04
6.815537003798710636e-02 2.376459524219941624e-02 1.327996374298218033e-04
6.826658841731414462e-02 2.365304781017379954e-02 1.325477506648450388e-04
6.837780679664121064e-02 2.394022708204727665e-02 1.333515223367457466e-04
6.848902517596827666e-02 2.361660997230231526e-02 1.323608282142921103e-04
6.860024355529531492e-02 2.343645618643398765e-02 1.319981499676802070e-04
6.871146193462238094e-02 2.369543345160662895e-02 1.328719964276684124e-04
6.882268031394944696e-02 2.348757328947025796e-02 1.321637310619588825e-04
6.893389869327648523e-02 2.368064086400557822e-02 1.329794448218663005e-04
6.904511707260355124e-02 2.339893196224292204e-02 1.321307765383215979e-04
6.915633545193061726e-02 2.338905505614168392e-02 1.320131507023400636e-04
6.926755383125765553e-02 2.362811056352698974e-02 1.327658256741961356e-04
6.937877221058472155e-02 2.391084202932236211e-02 1.338450093794476615e-04
6.948999058991178757e-02 2.350144747590254823e-02 1.325878273704985929e-04
6.960120896923882583e-02 2.371110400796276954e-02 1.330797617306880517e-04
6.971242734856589185e-02 2.354634028092264519e-02 1.327177719987957514e-04
6.982364572789295787e-02 2.339736579915398240e-02 1.323000720122203687e-04
6.993486410721999613e-02 2.346627248870009064e-02 1.325526895210743798e-04
7.004608248654706215e-02 2.365309546159920576e-02 1.332470807254118085e-04
7.015730086587412817e-02 2.354684050471146650e-02 1.328469900275422010e-04
7.026851924520116643e-02 2.354413674822376096e-02 1.328704154870446650e-04
7.037973762452823245e-02 2.361525143702268570e-02 1.333513506427836390e-04
7.049095600385529847e-02 2.375763358497118977e-02 1.337305995419269368e-04
7.060217438318233674e-02 2.364357370345960760e-02 1.332025578991622144e-04
7.071339276250940276e-02 2.367888401270857798e-02 1.335725995775339581e-04
7.082461114183646878e-02 2.340098792721860554e-02 1.327376878914133325e-04
7.093582952116350704e-02 2.386669421089565590e-02 1.338303890745864977e-04
7.104704790049057306e-02 2.397799969969374376e-02 1.341351330353741282e-04
7.115826627981763908e-02 2.346816274718091511e-02 1.329652468786076975e-04
7.126948465914467734e-02 2.362609257956255551e-02 1.336593274956787984e-04
7.138070303847174336e-02 2.346696608085720864e-02 1.330988865613534698e-04
7.149192141779880938e-02 2.347811979098463758e-02 1.332864644695989421e-04
7.160313979712584764e-02 2.370133823448317134e-02 1.339637414687368776e-04
7.171435817645291366e-02 2.356473069725392028e-02 1.334492157756791465e-04
7.182557655577997968e-02 2.366040071159393465e-02 1.339118398796792717e-04
7.193679493510701795e-02 2.360648026232347110e-02 1.338609399271994905e-04
7.204801331443408396e-02 2.364851786645716034e-02 1.339022689242917231e-04
7.215923169376114998e-02 2.348270303567336417e-02 1.332147056937460223e-04
7.227045007308818825e-02 2.346748742751406450e-02 1.332700812091843997e-04
7.238166845241525427e-02 2.379155405396770825e-02 1.343189333537538738e-04
7.249288683174232029e-02 2.373771130437116184e-02 1.341817213767284884e-04
7.260410521106935855e-02 2.369323459396665069e-02 1.341511845265689349e-04
7.271532359039642457e-02 2.387914312860107274e-02 1.348246997757542379e-04
7.282654196972349059e-02 2.345252148416166957e-02 1.333926597320965349e-04
7.293776034905052885e-02 2.354125097641894884e-02 1.337939559456886808e-04
7.304897872837759487e-02 2.371192223987178202e-02 1.344493868352837488e-04
7.316019710770466089e-02 2.358468161328088411e-02 1.338355675614488294e-04
7.327141548703169915e-02 2.365233939693377543e-02 1.340415397162976409e-04
7.338263386635876517e-02 2.356037374392365782e-02 1.337908294415528535e-04
7.349385224568583119e-02 2.329265196682600569e-02 1.327853375001879633e-04
7.360507062501286946e-02 2.384103555035023761e-02 1.344983895444771995e-04
7.371628900433993548e-02 2.368561698070770910e-02 1.340181465656739481e-04
7.382750738366700149e-02 2.391253104517372316e-02 1.347357456615939973e-04
7.393872576299403976e-02 2.349790197255407012e-02 1.332561087731306930e-04
7.404994414232110578e-02 2.358373480296619557e-02 1.336609554457573329e-04
7.416116252164817180e-02 2.358889892522665274e-02 1.337829048541038499e-04
7.427238090097521006e-02 2.366575917824028166e-02 1.339770806322040876e-04
7.438359928030227608e-02 2.363094199199769832e-02 1.340734658432923419e-04
7.449481765962934210e-02 2.344860948423738156e-02 1.334496233656918044e-04
7.460603603895638036e-02 2.372346656073711160e-02 1.341458022805371811e-04
7.471725441828344638e-02 2.354346739300714961e-02 1.337916279107237351e-04
7.482847279761051240e-02 2.398786748862616683e-02 1.352329136838620446e-04
7.493969117693755067e-02 2.341604614762112652e-02 1.333299956114999919e-04
7.505090955626461668e-02 2.343666623637411656e-02 1.335567007949894555e-04
7.516212793559168270e-02 2.364258381854250982e-02 1.342624102582758475e-04
7.527334631491872097e-02 2.333880049722684286e-02 1.332769584607679356e-04
7.538456469424578699e-02 2.353267883343536371e-02 1.338344999411398303e-04
7.549578307357285301e-02 2.377033589969269542e-02 1.347246827700692080e-04
7.560700145289989127e-02 2.344660115143170492e-02 1.337743382866515363e-04
7.571821983222695729e-02 2.335098977417235377e-02 1.333903875578559199e-04
7.582943821155402331e-02 2.359321920812552584e-02 1.343544732649507153e-04
7.594065659088106157e-02 2.351744743637268834e-02 1.341952415073565242e-04
7.605187497020812759e-02 2.354529140525674427e-02 1.342286722894972550e-04
7.616309334953519361e-02 2.359758235965745896e-02 1.345293100474469303e-04
7.627431172886223187e-02 2.344944239969228711e-02 1.339119317949645505e-04
7.638553010818929789e-02 2.343293431524224799e-02 1.337274251374744754e-04
7.649674848751636391e-02 2.354293431060896710e-02 1.341198388293651073e-04
7.660796686684340218e-02 2.370429460210645919e-02 1.346219366622039863e-04
7.671918524617046820e-02 2.355184257485832058e-02 1.342862919142511077e-04
7.683040362549753421e-02 2.368031621066764292e-02 1.347306030101109531e-04
7.694162200482457248e-02 2.338167971869366257e-02 1.337737998054551361e-04
7.705284038415163850e-02 2.340008434400868420e-02 1.339008084063155509e-04
7.716405876347870452e-02 2.348764439014497385e-02 1.341375310443276728e-04
7.727527714280574278e-02 2.364390023648380371e-02 1.347040598419685690e-04
7.738649552213280880e-02 2.361281577755834984e-02 1.348004875981805516e-04
7.749771390145987482e-02 2.363519418906317657e-02 1.346966183588056871e-04
7.760893228078691308e-02 2.351601146999382497e-02 1.343521612600835104e-04
7.772015066011397910e-02 2.343110765168611095e-02 1.342199650833184195e-04
7.783136903944104512e-02 2.359680690122599803e-02 1.346701611967040797e-04
7.794258741876808338e-02 2.342008050292916296e-02 1.340671576325196427e-04
7.805380579809514940e-02 2.343087059778049125e-02 1.341710763019599896e-04
7.816502417742221542e-02 2.356214353534037687e-02 1.347203395822216742e-04
7.827624255674925369e-02 2.338177023108974767e-02 1.340763844028210249e-04
7.838746093607631971e-02 2.353360979825496607e-02 1.347253680551663496e-04
7.849867931540338573e-02 2.368591851356752903e-02 1.352582620495296705e-04
7.860989769473042399e-02 2.338352766369396554e-02 1.340541237153092247e-04
7.872111607405749001e-02 2.350510905837991174e-02 1.347050459718069195e-04
7.883233445338455603e-02 2.341982142348778689e-02 1.345255853206092319e-04
7.894355283271159429e-02 2.358549941902442562e-02 1.348607204972418309e-04
7.905477121203866031e-02 2.344245996240635829e-02 1.342818204246342729e-04
7.916598959136572633e-02 2.350681852802635405e-02 1.346737237594380996e-04
7.927720797069276459e-02 2.343825538042310086e-02 1.345566620581782765e-04
7.938842635001983061e-02 2.351763513157540536e-02 1.347129377581878006e-04
7.949964472934689663e-02 2.333983567453422336e-02 1.341668615283268307e-04
7.961086310867393490e-02 2.360113874728003019e-02 1.351098065014237333e-04
7.972208148800100092e-02 2.341701707978887520e-02 1.345303478659369307e-04
7.983329986732806693e-02 2.357810767356378900e-02 1.351168256574970014e-04
7.994451824665510520e-02 2.363937072360628930e-02 1.354771333773388813e-04
8.005573662598217122e-02 2.352721847766382421e-02 1.349962935338415676e-04
8.016695500530923724e-02 2.346935779801914354e-02 1.348058950420851193e-04
8.027817338463627550e-02 2.336344264547911276e-02 1.345959484635962037e-04
8.038939176396334152e-02 2.337248280594681968e-02 1.346371684388736128e-04
8.050061014329040754e-02 2.356004480943145810e-02 1.351477685743161816e-04
8.061182852261744580e-02 2.375893985039975731e-02 1.358028360404723645e-04
8.072304690194451182e-02 2.356709514846140260e-02 1.351490576830701427e-04
8.083426528127157784e-02 2.371744777493053902e-02 1.356179733967227761e-04
8.094548366059861610e-02 2.355720129030461699e-02 1.353828713774916459e-04
8.105670203992568212e-02 2.347171413032836038e-02 1.351390416913856630e-04
8.116792041925274814e-02 2.353885507309703626e-02 1.352714743415335671e-04
8.127913879857978641e-02 2.340814376888904896e-02 1.348631598537729996e-04
8.139035717790685243e-02 2.352704922191238210e-02 1.352043440838713282e-04
8.150157555723391845e-02 2.347727233380917516e-02 1.350659578720467041e-04
8.161279393656095671e-02 2.352155377582591106e-02 1.351789736529925262e-04
8.172401231588802273e-02 2.355323551454547790e-02 1.353396946757462070e-04
8.183523069521508875e-02 2.348372668805793345e-02 1.351117394818380558e-04
8.194644907454212701e-02 2.359459897855946051e-02 1.353216096598486339e-04
8.205766745386919303e-02 2.329715372521413627e-02 1.345586226521261833e-04
8.216888583319625905e-02 2.352905232569264815e-02 1.354399538340370112e-04
8.228010421252329731e-02 2.371878605460814304e-02 1.359379927677053471e-04
8.239132259185036333e-02 2.346161291660584305e-02 1.352435602685773605e-04
8.250254097117742935e-02 2.338486436664263465e-02 1.349627259817988466e-04
8.261375935050446762e-02 2.342626572772868107e-02 1.349858906507595338e-04
8.272497772983153363e-02 2.341994792750867749e-02 1.351085304126092824e-04
8.283619610915859965e-02 2.345631686915474259e-02 1.352786934255255651e-04
8.294741448848563792e-02 2.363594850544826001e-02 1.356709743385526906e-04
8.305863286781270394e-02 2.363548872630576864e-02 1.356984861866526379e-04
8.316985124713976996e-02 2.349915715838332003e-02 1.355609415862314389e-04
8.328106962646680822e-02 2.322601121073233910e-02 1.345783903063916696e-04
8.339228800579387424e-02 2.330245526338977149e-02 1.347287543685377715e-04
8.350350638512094026e-02 2.354824969627867040e-02 1.355474014451093817e-04
8.361472476444797852e-02 2.353145640742900641e-02 1.354416302806982718e-04
8.372594314377504454e-02 2.358537183878978150e-02 1.356552476449877291e-04
8.383716152310211056e-02 2.348955783178755669e-02 1.355091180946564155e-04
8.394837990242914882e-02 2.327309824362294374e-02 1.348819596131186477e-04
8.405959828175621484e-02 2.329402396844335379e-02 1.348610499308692081e-04
8.417081666108328086e-02 2.357579632205814707e-02 1.358129585804985812e-04
8.428203504041031913e-02 2.388191163054141988e-02 1.367793946533237329e-04
8.439325341973738515e-02 2.335449566939782826e-02 1.350000153086270349e-04
8.450447179906445117e-02 2.365066098436039571e-02 1.359723800514912461e-04
8.461569017839148943e-02 2.352259575379940862e-02 1.356283010077476679e-04
8.472690855771855545e-02 2.346668702344115870e-02 1.355583884784693151e-04
8.483812693704562147e-02 2.345977716959857934e-02 1.355502537907981252e-04
8.494934531637265973e-02 2.348477026072863169e-02 1.357322423692055777e-04
8.506056369569972575e-02 2.333062213643911226e-02 1.351905954745295335e-04
8.517178207502679177e-02 2.343493315160875834e-02 1.353266953022894700e-04
8.528300045435383003e-02 2.351558079476124760e-02 1.358311583344792839e-04
8.539421883368089605e-02 2.351105360754414744e-02 1.359962497886175960e-04
8.550543721300796207e-02 2.346959058830282163e-02 1.356249017823335274e-04
8.561665559233500034e-02 2.360812279575282002e-02 1.361979594855353051e-04
8.572787397166206635e-02 2.385452491422001761e-02 1.371889904522759966e-04
8.583909235098913237e-02 2.343967970833112438e-02 1.357147885864278696e-04
8.595031073031617064e-02 2.343465927698456380e-02 1.356184190652289174e-04
8.606152910964323666e-02 2.324133889415450765e-02 1.350695613427871171e-04
8.617274748897030268e-02 2.350799609853242850e-02 1.360828756981486407e-04
