# q intensity propagated_error
2.389045506581850137e-02 3.356650872897044835e-02 6.564221159640350710e-04
2.400167344514555698e-02 3.404583654428279538e-02 6.573737938553843654e-04
2.411289182447261259e-02 3.363339554501006134e-02 6.504360147836476180e-04
2.422411020379967167e-02 3.242924622815907681e-02 6.372142236265321020e-04
2.433532858312672728e-02 3.332913188639431701e-02 6.442775555574222889e-04
2.444654696245378289e-02 3.297906920529750097e-02 6.372176855640036049e-04
2.455776534178084197e-02 3.285986172142856682e-02 6.344881574347789729e-04
2.466898372110789758e-02 3.402450289685368667e-02 6.458437484818036660e-04
2.478020210043495319e-02 3.313241530902315962e-02 6.366637659936985778e-04
2.489142047976201227e-02 3.270266188625022691e-02 6.311115641559710259e-04
2.500263885908906789e-02 3.274069680598763049e-02 6.278013816635426639e-04
2.511385723841612350e-02 3.238399209378588911e-02 6.213639115192721649e-04
2.522507561774318258e-02 3.272976433986706651e-02 6.259679871843036548e-04
2.533629399707023819e-02 3.289522562502063263e-02 6.272696072583802598e-04
2.544751237639729380e-02 3.246551728378581358e-02 6.190927756767890906e-04
2.555873075572435288e-02 3.203125636431377460e-02 6.124471679989814928e-04
2.566994913505140849e-02 3.237444136514160825e-02 6.176393932532165711e-04
2.578116751437846410e-02 3.137252006606582044e-02 6.060914506377328669e-04
2.589238589370552318e-02 3.131094528590964293e-02 6.021141852455261147e-04
2.600360427303257879e-02 3.175809475678305349e-02 6.058846158847505355e-04
2.611482265235963440e-02 3.241082597427857870e-02 6.120011968456701189e-04
2.622604103168669348e-02 3.203241555480837444e-02 6.054347619498530019e-04
2.633725941101374909e-02 3.164723610076373983e-02 6.011744901860887691e-04
2.644847779034080471e-02 3.143987821402414312e-02 5.983357682871709394e-04
2.655969616966786379e-02 3.206138146919355197e-02 6.031694137542594489e-04
2.667091454899491940e-02 3.204412275613147815e-02 6.019927680547201712e-04
2.678213292832197501e-02 3.185210409442096324e-02 5.979735585040023933e-04
2.689335130764903409e-02 3.157487236040804057e-02 5.948718699808663900e-04
2.700456968697608970e-02 3.078727956067428204e-02 5.866140559279656597e-04
2.711578806630314531e-02 3.053910508877165364e-02 5.824049282483185043e-04
2.722700644563020439e-02 3.146834598754699730e-02 5.894806480511258651e-04
2.733822482495726000e-02 3.199561432621525481e-02 5.922922508141599280e-04
2.744944320428431561e-02 3.133352321788963196e-02 5.855272890624191491e-04
2.756066158361137469e-02 3.028607120410451228e-02 5.740573238643124259e-04
2.767187996293843030e-02 3.022044226997959437e-02 5.732095974960407965e-04
2.778309834226548591e-02 3.110604555851928868e-02 5.833414366922137729e-04
2.789431672159254499e-02 3.053385769854165613e-02 5.759826874523638627e-04
2.800553510091960061e-02 3.069184116397202788e-02 5.748458249817604664e-04
2.811675348024665622e-02 3.029843871138317157e-02 5.691352572219907958e-04
2.822797185957371530e-02 3.087011484451041010e-02 5.763728314063490572e-04
2.833919023890077091e-02 3.092358947798887550e-02 5.751802629309566350e-04
2.845040861822782652e-02 3.108379419303108904e-02 5.739472732325308921e-04
2.856162699755488560e-02 2.981591523789482376e-02 5.609585195998122512e-04
